PLMNID,LAC/TAC,Cell ID/ECI,Technology,,
310410,42984,1530,GSM/UMTS,A7E8,5FA
310410,42984,1531,GSM/UMTS,A7E8,5FB
310410,42984,1532,GSM/UMTS,A7E8,5FC
310410,42984,1533,GSM/UMTS,A7E8,5FD
310410,42984,1571,GSM/UMTS,A7E8,623
310410,42984,1572,GSM/UMTS,A7E8,624
310410,42984,1573,GSM/UMTS,A7E8,625
310410,42984,1577,GSM/UMTS,A7E8,629
310410,42984,1578,GSM/UMTS,A7E8,62A
310410,42984,1579,GSM/UMTS,A7E8,62B
310410,26501,1601,GSM/UMTS,6785,641
310410,26501,1602,GSM/UMTS,6785,642
310410,26501,1603,GSM/UMTS,6785,643
310410,42984,1611,GSM/UMTS,A7E8,64B
310410,42984,1612,GSM/UMTS,A7E8,64C
310410,42984,1613,GSM/UMTS,A7E8,64D
310410,42984,1617,GSM/UMTS,A7E8,651
310410,42984,1618,GSM/UMTS,A7E8,652
310410,42984,1619,GSM/UMTS,A7E8,653
310410,52022,17951,GSM/UMTS,CB36,461F
310410,52022,17952,GSM/UMTS,CB36,4620
310410,52022,17953,GSM/UMTS,CB36,4621
310410,17012,1801,GSM/UMTS,4274,709
310410,17530,1801,GSM/UMTS,447A,709
310410,17012,1802,GSM/UMTS,4274,70A
310410,17530,1802,GSM/UMTS,447A,70A
310410,17012,1803,GSM/UMTS,4274,70B
310410,17530,1803,GSM/UMTS,447A,70B
310410,17530,1804,GSM/UMTS,447A,70C
310410,17530,1805,GSM/UMTS,447A,70D
310410,17530,1806,GSM/UMTS,447A,70E
310410,26501,1807,GSM/UMTS,6785,70F
310410,26501,1808,GSM/UMTS,6785,710
310410,26501,1809,GSM/UMTS,6785,711
310410,42999,18201,GSM/UMTS,A7F7,4719
310410,19477,182017039,LTE,4C15,AD95C0F
310410,19477,182017040,LTE,4C15,AD95C10
310410,19477,182017041,LTE,4C15,AD95C11
310410,19465,182017551,LTE,4C09,AD95E0F
310410,19465,182017552,LTE,4C09,AD95E10
310410,19465,182017553,LTE,4C09,AD95E11
310410,19475,182018319,LTE,4C13,AD9610F
310410,19475,182018320,LTE,4C13,AD96110
310410,19475,182018321,LTE,4C13,AD96111
310410,19456,182019599,LTE,4C00,AD9660F
310410,19472,182019599,LTE,4C10,AD9660F
310410,19456,182019600,LTE,4C00,AD96610
310410,19456,182019601,LTE,4C00,AD96611
310410,19457,182019855,LTE,4C01,AD9670F
310410,19457,182019857,LTE,4C01,AD96711
310410,42999,18202,GSM/UMTS,A7F7,471A
310410,19456,182023695,LTE,4C00,AD9760F
310410,19456,182023696,LTE,4C00,AD97610
310410,19456,182023697,LTE,4C00,AD97611
310410,19477,182026767,LTE,4C15,AD9820F
310410,19477,182026768,LTE,4C15,AD98210
310410,19477,182026769,LTE,4C15,AD98211
310410,42999,18203,GSM/UMTS,A7F7,471B
310410,19456,182030351,LTE,4C00,AD9900F
310410,19456,182030352,LTE,4C00,AD99010
310410,19456,182030353,LTE,4C00,AD99011
310410,19472,182032911,LTE,4C10,AD99A0F
310410,19472,182032912,LTE,4C10,AD99A10
310410,19472,182032913,LTE,4C10,AD99A11
310410,19475,182033423,LTE,4C13,AD99C0F
310410,19475,182033424,LTE,4C13,AD99C10
310410,19475,182033425,LTE,4C13,AD99C11
310410,19475,182034959,LTE,4C13,AD9A20F
310410,19475,182034960,LTE,4C13,AD9A210
310410,19475,182034961,LTE,4C13,AD9A211
310410,19475,182035471,LTE,4C13,AD9A40F
310410,19475,182035472,LTE,4C13,AD9A410
310410,19475,182035473,LTE,4C13,AD9A411
310410,19475,182035983,LTE,4C13,AD9A60F
310410,19475,182035984,LTE,4C13,AD9A610
310410,19475,182035985,LTE,4C13,AD9A611
310410,19456,182037263,LTE,4C00,AD9AB0F
310410,19456,182037265,LTE,4C00,AD9AB11
310410,19475,182043151,LTE,4C13,AD9C20F
310410,19475,182043152,LTE,4C13,AD9C210
310410,19475,182043153,LTE,4C13,AD9C211
310410,19456,182045455,LTE,4C00,AD9CB0F
310410,19456,182045456,LTE,4C00,AD9CB10
310410,19456,182045457,LTE,4C00,AD9CB11
310410,19475,182046479,LTE,4C13,AD9CF0F
310410,19475,182046480,LTE,4C13,AD9CF10
310410,19475,182046481,LTE,4C13,AD9CF11
310410,19456,182048271,LTE,4C00,AD9D60F
310410,19456,182048272,LTE,4C00,AD9D610
310410,19456,182048273,LTE,4C00,AD9D611
310410,19475,182053647,LTE,4C13,AD9EB0F
310410,19475,182053648,LTE,4C13,AD9EB10
310410,19475,182053649,LTE,4C13,AD9EB11
310410,19475,182058511,LTE,4C13,AD9FE0F
310410,19475,182058512,LTE,4C13,AD9FE10
310410,19475,182058513,LTE,4C13,AD9FE11
310410,19475,182060303,LTE,4C13,ADA050F
310410,19475,182060304,LTE,4C13,ADA0510
310410,19475,182060305,LTE,4C13,ADA0511
310410,19475,182061071,LTE,4C13,ADA080F
310410,19475,182061072,LTE,4C13,ADA0810
310410,19475,182061073,LTE,4C13,ADA0811
310410,19477,182069007,LTE,4C15,ADA270F
310410,19477,182069008,LTE,4C15,ADA2710
310410,19477,182069009,LTE,4C15,ADA2711
310410,19456,182272783,LTE,4C00,ADD430F
310410,19456,182272783,LTE,4C00,ADD430F
310410,19456,182272785,LTE,4C00,ADD4311
310410,19456,182273039,LTE,4C00,ADD440F
310410,19456,182273040,LTE,4C00,ADD4410
310410,19456,182273041,LTE,4C00,ADD4411
310410,19456,182273552,LTE,4C00,ADD4610
310410,19456,182273553,LTE,4C00,ADD4611
310410,19456,182273807,LTE,4C00,ADD470F
310410,19456,182273808,LTE,4C00,ADD4710
310410,19456,182273809,LTE,4C00,ADD4711
310410,19477,182279695,LTE,4C15,ADD5E0F
310410,19477,182279696,LTE,4C15,ADD5E10
310410,19477,182279697,LTE,4C15,ADD5E11
310410,19477,182279951,LTE,4C15,ADD5F0F
310410,19477,182279952,LTE,4C15,ADD5F10
310410,19477,182279953,LTE,4C15,ADD5F11
310410,19477,182280207,LTE,4C15,ADD600F
310410,19477,182280208,LTE,4C15,ADD6010
310410,19477,182280209,LTE,4C15,ADD6011
310410,19456,182281487,LTE,4C00,ADD650F
310410,19456,182281488,LTE,4C00,ADD6510
310410,19456,182281489,LTE,4C00,ADD6511
310410,19477,182284047,LTE,4C15,ADD6F0F
310410,19477,182284048,LTE,4C15,ADD6F10
310410,19477,182284049,LTE,4C15,ADD6F11
310410,19475,182290447,LTE,4C13,ADD880F
310410,19475,182290448,LTE,4C13,ADD8810
310410,19475,182290449,LTE,4C13,ADD8811
310410,19475,182309903,LTE,4C13,ADDD40F
310410,19475,182309904,LTE,4C13,ADDD410
310410,19475,182309905,LTE,4C13,ADDD411
310410,42999,18231,GSM/UMTS,A7F7,4737
310410,19475,182311183,LTE,4C13,ADDD90F
310410,19475,182311184,LTE,4C13,ADDD910
310410,19475,182311185,LTE,4C13,ADDD911
310410,19475,182311695,LTE,4C13,ADDDB0F
310410,19475,182311696,LTE,4C13,ADDDB10
310410,19475,182311697,LTE,4C13,ADDDB11
310410,42999,18232,GSM/UMTS,A7F7,4738
310410,19475,182320911,LTE,4C13,ADDFF0F
310410,19475,182320912,LTE,4C13,ADDFF10
310410,19475,182320913,LTE,4C13,ADDFF11
310410,19475,182321935,LTE,4C13,ADE030F
310410,19475,182321936,LTE,4C13,ADE0310
310410,19475,182321937,LTE,4C13,ADE0311
310410,19465,182322191,LTE,4C09,ADE040F
310410,19465,182322192,LTE,4C09,ADE0410
310410,19465,182322193,LTE,4C09,ADE0411
310410,42999,18233,GSM/UMTS,A7F7,4739
310410,19465,182339599,LTE,4C09,ADE480F
310410,19465,182339600,LTE,4C09,ADE4810
310410,19465,182339601,LTE,4C09,ADE4811
310410,19456,183357316,LTE,4C00,AEDCF84
310410,19456,183357317,LTE,4C00,AEDCF85
310410,19456,183357318,LTE,4C00,AEDCF86
310410,52022,18371,GSM/UMTS,CB36,47C3
310410,52022,18372,GSM/UMTS,CB36,47C4
310410,52022,18373,GSM/UMTS,CB36,47C5
310410,32952,1861,GSM/UMTS,80B8,745
310410,32952,1862,GSM/UMTS,80B8,746
310410,32952,1863,GSM/UMTS,80B8,747
310410,26003,20021,GSM/UMTS,6593,4E35
310410,26501,20021,GSM/UMTS,6785,4E35
310410,26003,20022,GSM/UMTS,6593,4E36
310410,26501,20022,GSM/UMTS,6785,4E36
310410,26003,20023,GSM/UMTS,6593,4E37
310410,26501,20023,GSM/UMTS,6785,4E37
310410,26501,20024,GSM/UMTS,6785,4E38
310410,26501,20025,GSM/UMTS,6785,4E39
310410,26501,20026,GSM/UMTS,6785,4E3A
310410,26003,20027,GSM/UMTS,6593,4E3B
310410,26501,20027,GSM/UMTS,6785,4E3B
310410,26003,20028,GSM/UMTS,6593,4E3C
310410,26501,20028,GSM/UMTS,6785,4E3C
310410,26003,20029,GSM/UMTS,6593,4E3D
310410,26501,20029,GSM/UMTS,6785,4E3D
310410,26003,20031,GSM/UMTS,6593,4E3F
310410,26501,20031,GSM/UMTS,6785,4E3F
310410,26003,20032,GSM/UMTS,6593,4E40
310410,26501,20032,GSM/UMTS,6785,4E40
310410,26003,20033,GSM/UMTS,6593,4E41
310410,26501,20033,GSM/UMTS,6785,4E41
310410,26501,20034,GSM/UMTS,6785,4E42
310410,26501,20035,GSM/UMTS,6785,4E43
310410,26501,20036,GSM/UMTS,6785,4E44
310410,26501,20037,GSM/UMTS,6785,4E45
310410,26501,20038,GSM/UMTS,6785,4E46
310410,26501,20039,GSM/UMTS,6785,4E47
310410,26003,20041,GSM/UMTS,6593,4E49
310410,26501,20041,GSM/UMTS,6785,4E49
310410,26003,20042,GSM/UMTS,6593,4E4A
310410,26501,20042,GSM/UMTS,6785,4E4A
310410,26003,20043,GSM/UMTS,6593,4E4B
310410,26501,20043,GSM/UMTS,6785,4E4B
310410,26501,20044,GSM/UMTS,6785,4E4C
310410,26501,20045,GSM/UMTS,6785,4E4D
310410,26501,20046,GSM/UMTS,6785,4E4E
310410,26501,20047,GSM/UMTS,6785,4E4F
310410,26501,20048,GSM/UMTS,6785,4E50
310410,26501,20049,GSM/UMTS,6785,4E51
310410,26003,20051,GSM/UMTS,6593,4E53
310410,26501,20051,GSM/UMTS,6785,4E53
310410,52042,20051,GSM/UMTS,CB4A,4E53
310410,26003,20052,GSM/UMTS,6593,4E54
310410,26501,20052,GSM/UMTS,6785,4E54
310410,52042,20052,GSM/UMTS,CB4A,4E54
310410,26003,20053,GSM/UMTS,6593,4E55
310410,26501,20053,GSM/UMTS,6785,4E55
310410,26501,20054,GSM/UMTS,6785,4E56
310410,26501,20055,GSM/UMTS,6785,4E57
310410,26501,20056,GSM/UMTS,6785,4E58
310410,26003,20057,GSM/UMTS,6593,4E59
310410,26501,20057,GSM/UMTS,6785,4E59
310410,26003,20058,GSM/UMTS,6593,4E5A
310410,26501,20058,GSM/UMTS,6785,4E5A
310410,26003,20059,GSM/UMTS,6593,4E5B
310410,26501,20059,GSM/UMTS,6785,4E5B
310410,26003,20061,GSM/UMTS,6593,4E5D
310410,26501,20061,GSM/UMTS,6785,4E5D
310410,52042,20061,GSM/UMTS,CB4A,4E5D
310410,26003,20062,GSM/UMTS,6593,4E5E
310410,26501,20062,GSM/UMTS,6785,4E5E
310410,26003,20063,GSM/UMTS,6593,4E5F
310410,26501,20063,GSM/UMTS,6785,4E5F
310410,52042,20063,GSM/UMTS,CB4A,4E5F
310410,26501,20064,GSM/UMTS,6785,4E60
310410,26501,20065,GSM/UMTS,6785,4E61
310410,26501,20066,GSM/UMTS,6785,4E62
310410,26501,20067,GSM/UMTS,6785,4E63
310410,26501,20068,GSM/UMTS,6785,4E64
310410,26501,20069,GSM/UMTS,6785,4E65
310410,26003,20071,GSM/UMTS,6593,4E67
310410,26501,20071,GSM/UMTS,6785,4E67
310410,52047,20071,GSM/UMTS,CB4F,4E67
310410,26003,20072,GSM/UMTS,6593,4E68
310410,26501,20072,GSM/UMTS,6785,4E68
310410,52047,20072,GSM/UMTS,CB4F,4E68
310410,26003,20073,GSM/UMTS,6593,4E69
310410,26501,20073,GSM/UMTS,6785,4E69
310410,52047,20073,GSM/UMTS,CB4F,4E69
310410,26501,20074,GSM/UMTS,6785,4E6A
310410,26501,20076,GSM/UMTS,6785,4E6C
310410,26501,20077,GSM/UMTS,6785,4E6D
310410,26501,20078,GSM/UMTS,6785,4E6E
310410,26501,20079,GSM/UMTS,6785,4E6F
310410,52042,20091,GSM/UMTS,CB4A,4E7B
310410,52042,20092,GSM/UMTS,CB4A,4E7C
310410,52042,20093,GSM/UMTS,CB4A,4E7D
310410,52047,20101,GSM/UMTS,CB4F,4E85
310410,52047,20102,GSM/UMTS,CB4F,4E86
310410,52047,20103,GSM/UMTS,CB4F,4E87
310410,52042,20111,GSM/UMTS,CB4A,4E8F
310410,52042,20112,GSM/UMTS,CB4A,4E90
310410,52042,20113,GSM/UMTS,CB4A,4E91
310410,26501,20151,GSM/UMTS,6785,4EB7
310410,26522,20161,GSM/UMTS,679A,4EC1
310410,26522,20164,GSM/UMTS,679A,4EC4
310410,26008,20241,GSM/UMTS,6598,4F11
310410,26522,20241,GSM/UMTS,679A,4F11
310410,26008,20242,GSM/UMTS,6598,4F12
310410,26522,20242,GSM/UMTS,679A,4F12
310410,26008,20243,GSM/UMTS,6598,4F13
310410,26522,20243,GSM/UMTS,679A,4F13
310410,26522,20244,GSM/UMTS,679A,4F14
310410,26522,20245,GSM/UMTS,679A,4F15
310410,26522,20246,GSM/UMTS,679A,4F16
310410,26008,20247,GSM/UMTS,6598,4F17
310410,26522,20247,GSM/UMTS,679A,4F17
310410,26008,20248,GSM/UMTS,6598,4F18
310410,26522,20248,GSM/UMTS,679A,4F18
310410,26008,20249,GSM/UMTS,6598,4F19
310410,26522,20249,GSM/UMTS,679A,4F19
310410,26008,20251,GSM/UMTS,6598,4F1B
310410,26522,20251,GSM/UMTS,679A,4F1B
310410,26008,20252,GSM/UMTS,6598,4F1C
310410,26522,20252,GSM/UMTS,679A,4F1C
310410,26008,20253,GSM/UMTS,6598,4F1D
310410,26522,20253,GSM/UMTS,679A,4F1D
310410,26522,20254,GSM/UMTS,679A,4F1E
310410,26522,20255,GSM/UMTS,679A,4F1F
310410,26522,20256,GSM/UMTS,679A,4F20
310410,26008,20257,GSM/UMTS,6598,4F21
310410,26522,20257,GSM/UMTS,679A,4F21
310410,26008,20258,GSM/UMTS,6598,4F22
310410,26522,20258,GSM/UMTS,679A,4F22
310410,26008,20259,GSM/UMTS,6598,4F23
310410,26522,20259,GSM/UMTS,679A,4F23
310410,26513,2029,GSM/UMTS,6791,7ED
310410,26003,20301,GSM/UMTS,6593,4F4D
310410,26522,20301,GSM/UMTS,679A,4F4D
310410,26003,20302,GSM/UMTS,6593,4F4E
310410,26522,20302,GSM/UMTS,679A,4F4E
310410,26003,20303,GSM/UMTS,6593,4F4F
310410,26522,20303,GSM/UMTS,679A,4F4F
310410,26522,20304,GSM/UMTS,679A,4F50
310410,26522,20305,GSM/UMTS,679A,4F51
310410,26522,20306,GSM/UMTS,679A,4F52
310410,26522,20307,GSM/UMTS,679A,4F53
310410,26522,20308,GSM/UMTS,679A,4F54
310410,26522,20309,GSM/UMTS,679A,4F55
310410,26008,20311,GSM/UMTS,6598,4F57
310410,26522,20311,GSM/UMTS,679A,4F57
310410,26008,20312,GSM/UMTS,6598,4F58
310410,26522,20312,GSM/UMTS,679A,4F58
310410,26008,20313,GSM/UMTS,6598,4F59
310410,26522,20313,GSM/UMTS,679A,4F59
310410,26522,20314,GSM/UMTS,679A,4F5A
310410,26522,20315,GSM/UMTS,679A,4F5B
310410,26522,20316,GSM/UMTS,679A,4F5C
310410,26522,20317,GSM/UMTS,679A,4F5D
310410,26522,20318,GSM/UMTS,679A,4F5E
310410,26522,20319,GSM/UMTS,679A,4F5F
310410,26008,20321,GSM/UMTS,6598,4F61
310410,26522,20321,GSM/UMTS,679A,4F61
310410,26008,20322,GSM/UMTS,6598,4F62
310410,26522,20322,GSM/UMTS,679A,4F62
310410,26008,20323,GSM/UMTS,6598,4F63
310410,26522,20323,GSM/UMTS,679A,4F63
310410,26522,20324,GSM/UMTS,679A,4F64
310410,26522,20325,GSM/UMTS,679A,4F65
310410,26522,20326,GSM/UMTS,679A,4F66
310410,26522,20327,GSM/UMTS,679A,4F67
310410,26522,20328,GSM/UMTS,679A,4F68
310410,26522,20329,GSM/UMTS,679A,4F69
310410,26003,20371,GSM/UMTS,6593,4F93
310410,26501,20371,GSM/UMTS,6785,4F93
310410,26003,20372,GSM/UMTS,6593,4F94
310410,26501,20372,GSM/UMTS,6785,4F94
310410,26003,20373,GSM/UMTS,6593,4F95
310410,26501,20374,GSM/UMTS,6785,4F96
310410,26501,20375,GSM/UMTS,6785,4F97
310410,26501,20377,GSM/UMTS,6785,4F99
310410,26501,20378,GSM/UMTS,6785,4F9A
310410,26010,20421,GSM/UMTS,659A,4FC5
310410,26520,20421,GSM/UMTS,6798,4FC5
310410,26010,20422,GSM/UMTS,659A,4FC6
310410,26520,20422,GSM/UMTS,6798,4FC6
310410,26010,20423,GSM/UMTS,659A,4FC7
310410,26520,20423,GSM/UMTS,6798,4FC7
310410,26520,20424,GSM/UMTS,6798,4FC8
310410,26520,20425,GSM/UMTS,6798,4FC9
310410,26520,20426,GSM/UMTS,6798,4FCA
310410,26010,20427,GSM/UMTS,659A,4FCB
310410,26520,20427,GSM/UMTS,6798,4FCB
310410,26010,20428,GSM/UMTS,659A,4FCC
310410,26520,20428,GSM/UMTS,6798,4FCC
310410,26010,20429,GSM/UMTS,659A,4FCD
310410,26520,20429,GSM/UMTS,6798,4FCD
310410,26008,20471,GSM/UMTS,6598,4FF7
310410,26522,20471,GSM/UMTS,679A,4FF7
310410,26008,20472,GSM/UMTS,6598,4FF8
310410,26522,20472,GSM/UMTS,679A,4FF8
310410,26008,20473,GSM/UMTS,6598,4FF9
310410,26522,20473,GSM/UMTS,679A,4FF9
310410,26522,20474,GSM/UMTS,679A,4FFA
310410,26522,20475,GSM/UMTS,679A,4FFB
310410,26522,20476,GSM/UMTS,679A,4FFC
310410,26522,20477,GSM/UMTS,679A,4FFD
310410,26522,20478,GSM/UMTS,679A,4FFE
310410,26522,20479,GSM/UMTS,679A,4FFF
310410,3332,205570575,LTE,D04,C40C20F
310410,3332,205570576,LTE,D04,C40C210
310410,3332,205570577,LTE,D04,C40C211
310410,3337,206339087,LTE,D09,C4C7C0F
310410,3337,206339088,LTE,D09,C4C7C10
310410,3337,206339089,LTE,D09,C4C7C11
310410,3337,206340879,LTE,D09,C4C830F
310410,3337,206340880,LTE,D09,C4C8310
310410,3337,206340881,LTE,D09,C4C8311
310410,3337,206341135,LTE,D09,C4C840F
310410,3337,206341136,LTE,D09,C4C8410
310410,3337,206341137,LTE,D09,C4C8411
310410,3337,206344207,LTE,D09,C4C900F
310410,3337,206344208,LTE,D09,C4C9010
310410,3337,206344209,LTE,D09,C4C9011
310410,3337,206346767,LTE,D09,C4C9A0F
310410,3337,206346768,LTE,D09,C4C9A10
310410,3337,206346769,LTE,D09,C4C9A11
310410,3341,206347791,LTE,D0D,C4C9E0F
310410,3341,206347792,LTE,D0D,C4C9E10
310410,3341,206347793,LTE,D0D,C4C9E11
310410,3337,206350351,LTE,D09,C4CA80F
310410,3337,206350352,LTE,D09,C4CA810
310410,3330,206351631,LTE,D02,C4CAD0F
310410,3330,206351632,LTE,D02,C4CAD10
310410,3330,206351633,LTE,D02,C4CAD11
310410,3337,206352655,LTE,D09,C4CB10F
310410,3337,206352656,LTE,D09,C4CB110
310410,3337,206352657,LTE,D09,C4CB111
310410,3337,206353935,LTE,D09,C4CB60F
310410,3337,206353936,LTE,D09,C4CB610
310410,3337,206354447,LTE,D09,C4CB80F
310410,3337,206354448,LTE,D09,C4CB810
310410,3337,206354449,LTE,D09,C4CB811
310410,3337,206356751,LTE,D09,C4CC10F
310410,3337,206356752,LTE,D09,C4CC110
310410,3337,206356753,LTE,D09,C4CC111
310410,3337,206357007,LTE,D09,C4CC20F
310410,3337,206357008,LTE,D09,C4CC210
310410,3337,206357775,LTE,D09,C4CC50F
310410,3337,206357776,LTE,D09,C4CC510
310410,3337,206357777,LTE,D09,C4CC511
310410,3337,206358031,LTE,D09,C4CC60F
310410,3337,206358032,LTE,D09,C4CC610
310410,3337,206358033,LTE,D09,C4CC611
310410,3337,206359055,LTE,D09,C4CCA0F
310410,3337,206359056,LTE,D09,C4CCA10
310410,3337,206359057,LTE,D09,C4CCA11
310410,3337,206365455,LTE,D09,C4CE30F
310410,3337,206365456,LTE,D09,C4CE310
310410,3337,206365457,LTE,D09,C4CE311
310410,3337,206367247,LTE,D09,C4CEA0F
310410,3337,206367248,LTE,D09,C4CEA10
310410,3337,206367249,LTE,D09,C4CEA11
310410,3337,206400527,LTE,D09,C4D6C0F
310410,3337,206400528,LTE,D09,C4D6C10
310410,3337,206400529,LTE,D09,C4D6C11
310410,3341,206401039,LTE,D0D,C4D6E0F
310410,3341,206401040,LTE,D0D,C4D6E10
310410,3341,206401041,LTE,D0D,C4D6E11
310410,3337,206401551,LTE,D09,C4D700F
310410,3337,206401552,LTE,D09,C4D7010
310410,3337,206401553,LTE,D09,C4D7011
310410,3337,206406671,LTE,D09,C4D840F
310410,3337,206406672,LTE,D09,C4D8410
310410,3337,206406673,LTE,D09,C4D8411
310410,3341,206407695,LTE,D0D,C4D880F
310410,3341,206407696,LTE,D0D,C4D8810
310410,3341,206407697,LTE,D0D,C4D8811
310410,3337,206408207,LTE,D09,C4D8A0F
310410,3337,206408208,LTE,D09,C4D8A10
310410,3337,206408209,LTE,D09,C4D8A11
310410,3341,206409999,LTE,D0D,C4D910F
310410,3341,206410000,LTE,D0D,C4D9110
310410,3341,206410001,LTE,D0D,C4D9111
310410,3341,206411535,LTE,D0D,C4D970F
310410,3341,206411536,LTE,D0D,C4D9710
310410,3341,206411537,LTE,D0D,C4D9711
310410,26010,20721,GSM/UMTS,659A,50F1
310410,26520,20721,GSM/UMTS,6798,50F1
310410,26010,20722,GSM/UMTS,659A,50F2
310410,26520,20722,GSM/UMTS,6798,50F2
310410,26010,20723,GSM/UMTS,659A,50F3
310410,26520,20723,GSM/UMTS,6798,50F3
310410,26520,20724,GSM/UMTS,6798,50F4
310410,26520,20725,GSM/UMTS,6798,50F5
310410,26520,20726,GSM/UMTS,6798,50F6
310410,26010,20727,GSM/UMTS,659A,50F7
310410,26520,20727,GSM/UMTS,6798,50F7
310410,26010,20728,GSM/UMTS,659A,50F8
310410,26520,20728,GSM/UMTS,6798,50F8
310410,26010,20729,GSM/UMTS,659A,50F9
310410,26520,20729,GSM/UMTS,6798,50F9
310410,26008,20731,GSM/UMTS,6598,50FB
310410,26522,20731,GSM/UMTS,679A,50FB
310410,26008,20732,GSM/UMTS,6598,50FC
310410,26522,20732,GSM/UMTS,679A,50FC
310410,26008,20733,GSM/UMTS,6598,50FD
310410,26522,20733,GSM/UMTS,679A,50FD
310410,26522,20734,GSM/UMTS,679A,50FE
310410,26522,20735,GSM/UMTS,679A,50FF
310410,26522,20736,GSM/UMTS,679A,5100
310410,26522,20737,GSM/UMTS,679A,5101
310410,26522,20738,GSM/UMTS,679A,5102
310410,26522,20739,GSM/UMTS,679A,5103
310410,52042,20821,GSM/UMTS,CB4A,5155
310410,52042,20822,GSM/UMTS,CB4A,5156
310410,41999,21174,GSM/UMTS,A40F,52B6
310410,41999,21175,GSM/UMTS,A40F,52B7
310410,41999,21176,GSM/UMTS,A40F,52B8
310410,41999,21177,GSM/UMTS,A40F,52B9
310410,41999,21178,GSM/UMTS,A40F,52BA
310410,41999,21179,GSM/UMTS,A40F,52BB
310410,41999,21254,GSM/UMTS,A40F,5306
310410,41999,21255,GSM/UMTS,A40F,5307
310410,41999,21256,GSM/UMTS,A40F,5308
310410,41999,21257,GSM/UMTS,A40F,5309
310410,41999,21258,GSM/UMTS,A40F,530A
310410,41999,21259,GSM/UMTS,A40F,530B
310410,42984,21271,GSM/UMTS,A7E8,5317
310410,42984,21272,GSM/UMTS,A7E8,5318
310410,42984,21273,GSM/UMTS,A7E8,5319
310410,42984,21301,GSM/UMTS,A7E8,5335
310410,42984,21302,GSM/UMTS,A7E8,5336
310410,42984,21303,GSM/UMTS,A7E8,5337
310410,42984,21351,GSM/UMTS,A7E8,5367
310410,42984,21352,GSM/UMTS,A7E8,5368
310410,42984,21353,GSM/UMTS,A7E8,5369
310410,42984,21391,GSM/UMTS,A7E8,538F
310410,42984,21392,GSM/UMTS,A7E8,5390
310410,26010,21481,GSM/UMTS,659A,53E9
310410,26520,21481,GSM/UMTS,6798,53E9
310410,26010,21482,GSM/UMTS,659A,53EA
310410,26520,21482,GSM/UMTS,6798,53EA
310410,26010,21483,GSM/UMTS,659A,53EB
310410,26520,21483,GSM/UMTS,6798,53EB
310410,26520,21484,GSM/UMTS,6798,53EC
310410,26520,21485,GSM/UMTS,6798,53ED
310410,26520,21486,GSM/UMTS,6798,53EE
310410,26010,21487,GSM/UMTS,659A,53EF
310410,26520,21487,GSM/UMTS,6798,53EF
310410,26010,21488,GSM/UMTS,659A,53F0
310410,26520,21488,GSM/UMTS,6798,53F0
310410,26010,21489,GSM/UMTS,659A,53F1
310410,26520,21489,GSM/UMTS,6798,53F1
310410,26010,21531,GSM/UMTS,659A,541B
310410,26520,21531,GSM/UMTS,6798,541B
310410,26010,21532,GSM/UMTS,659A,541C
310410,26520,21532,GSM/UMTS,6798,541C
310410,26010,21533,GSM/UMTS,659A,541D
310410,26520,21533,GSM/UMTS,6798,541D
310410,26520,21534,GSM/UMTS,6798,541E
310410,26520,21535,GSM/UMTS,6798,541F
310410,26520,21536,GSM/UMTS,6798,5420
310410,26010,21537,GSM/UMTS,659A,5421
310410,26520,21537,GSM/UMTS,6798,5421
310410,26010,21538,GSM/UMTS,659A,5422
310410,26520,21538,GSM/UMTS,6798,5422
310410,26010,21539,GSM/UMTS,659A,5423
310410,26520,21539,GSM/UMTS,6798,5423
310410,26010,21551,GSM/UMTS,659A,542F
310410,26520,21551,GSM/UMTS,6798,542F
310410,26010,21552,GSM/UMTS,659A,5430
310410,26520,21552,GSM/UMTS,6798,5430
310410,26010,21553,GSM/UMTS,659A,5431
310410,26520,21553,GSM/UMTS,6798,5431
310410,26520,21554,GSM/UMTS,6798,5432
310410,26520,21555,GSM/UMTS,6798,5433
310410,26520,21556,GSM/UMTS,6798,5434
310410,26520,21557,GSM/UMTS,6798,5435
310410,26520,21558,GSM/UMTS,6798,5436
310410,26520,21559,GSM/UMTS,6798,5437
310410,26010,21581,GSM/UMTS,659A,544D
310410,26510,21581,GSM/UMTS,678E,544D
310410,26010,21582,GSM/UMTS,659A,544E
310410,26510,21582,GSM/UMTS,678E,544E
310410,26010,21583,GSM/UMTS,659A,544F
310410,26510,21583,GSM/UMTS,678E,544F
310410,26510,21584,GSM/UMTS,678E,5450
310410,26510,21585,GSM/UMTS,678E,5451
310410,26510,21586,GSM/UMTS,678E,5452
310410,26501,21591,GSM/UMTS,6785,5457
310410,26501,21592,GSM/UMTS,6785,5458
310410,26501,21593,GSM/UMTS,6785,5459
310410,42984,21611,GSM/UMTS,A7E8,546B
310410,42984,21612,GSM/UMTS,A7E8,546C
310410,42984,21613,GSM/UMTS,A7E8,546D
310410,41999,21614,GSM/UMTS,A40F,546E
310410,41999,21615,GSM/UMTS,A40F,546F
310410,41999,21616,GSM/UMTS,A40F,5470
310410,41999,21617,GSM/UMTS,A40F,5471
310410,41999,21618,GSM/UMTS,A40F,5472
310410,41999,21619,GSM/UMTS,A40F,5473
310410,26010,21911,GSM/UMTS,659A,5597
310410,26520,21911,GSM/UMTS,6798,5597
310410,26010,21912,GSM/UMTS,659A,5598
